search URL:,https://patents.google.com/?q=bike
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US5617303A,Turn signal and horn assembly for a bicycle ,"Izzo, Sr.; John J.","John J. Izzo, Sr.",1994-02-22,1994-10-24,1997-04-01,1997-04-01,https://patents.google.com/patent/US5617303A/en
US5299820A,Bicycle front suspension ,Mert Lawwill,Mert Lawwill,1991-09-19,1991-09-19,1994-04-05,1994-04-05,https://patents.google.com/patent/US5299820A/en
US6644135B1,Torque sensor for a bicycle bottom bracket assembly ,"Shimano, Inc.","Hitoshi Kishimoto, Kazuhiro Fujii",1998-09-01,1999-08-31,2003-11-11,2003-11-11,https://patents.google.com/patent/US6644135B1/en
JPH06263080A,Transmission for bicycle ,"Bridgestone Cycle Co, ブリヂストンサイクル株式会社","Kikuzo Takamiya, 喜久三 高宮",1993-03-12,1993-03-12,1994-09-20,,https://patents.google.com/patent/JPH06263080A/en
US5282502A,Bicycle protective cover ,"Proteq Partners, Ltd.",Michael C. Ballard,1992-11-02,1992-11-02,1994-02-01,1994-02-01,https://patents.google.com/patent/US5282502A/en
US3921745A,Electric bicycle ,Mcculloch Corp,"Robert P Mcculloch, Stephen Hagar Smith",1973-07-23,1973-07-23,1975-11-25,1975-11-25,https://patents.google.com/patent/US3921745A/en
US5476203A,Bicycle crank shaft support carrier ,Fletcher; James D.,James D. Fletcher,1994-01-24,1994-01-24,1995-12-19,1995-12-19,https://patents.google.com/patent/US5476203A/en
US20050200170A1,Bike seat fixation ,"Hsin Lung Accessories Co., Ltd.",Hsueh-Sen Liao,2004-02-27,2004-12-29,2005-09-15,,https://patents.google.com/patent/US20050200170A1/en
US4126228A,Bicycle rack with lock ,"Bala Lawrence G, Bala Ernie G","Lawrence G. Bala, Ernie G. Bala",1972-11-30,1972-11-30,1978-11-21,1978-11-21,https://patents.google.com/patent/US4126228A/en
US4930843A,Hollow shell fiber reinforced resin impregnated bicycle wheel construction and method therefor ,Hamilton-Sattui,Ralph H. Lewis,1988-10-14,1988-10-14,1990-06-05,1990-06-05,https://patents.google.com/patent/US4930843A/en
US6394326B1,Bicycle rack for trucks ,Gene A. Lanier,Gene A. Lanier,2000-11-10,2000-11-10,2002-05-28,2002-05-28,https://patents.google.com/patent/US6394326B1/en
US4033459A,Modular bicycle rack ,Zach Donald J,Donald J. Zach,1975-09-29,1975-09-29,1977-07-05,1977-07-05,https://patents.google.com/patent/US4033459A/en
US5758735A,High performance bicycle propulsion ,"Aerovironment, Inc.","Paul B. MacCready, Jr., William J. Nicoloff",1996-07-26,1996-07-26,1998-06-02,1998-06-02,https://patents.google.com/patent/US5758735A/en
US5934401A,Precision direct drive mechanism for a power assist apparatus for a bicycle ,"Currie Technologies, Incorporated","Richard A. Mayer, Malcolm R. Currie",1997-02-20,1997-02-20,1999-08-10,1999-08-10,https://patents.google.com/patent/US5934401A/en
US20130059698A1,System and Method for Simulating Environmental Conditions on an Exercise Bicycle ,"Icon Health & Fitness, Inc.",Stephen Barton,2011-09-01,2012-08-29,2013-03-07,,https://patents.google.com/patent/US20130059698A1/en
US20030160420A1,Method and apparatus for controlling a bicycle transmission with combined shift commands ,"Shimano, Inc.",Masahiko Fukuda,2002-02-21,2003-02-18,2003-08-28,,https://patents.google.com/patent/US20030160420A1/en
US20040090040A1,Bicycle gadgets ,Pearson David Andrew,David Pearson,2002-11-12,2002-11-12,2004-05-13,,https://patents.google.com/patent/US20040090040A1/en
US4768826A,Saddle for bicycle ,"Kashima Saddle Manufacturing Co., Ltd.",Tetsuo Kashima,1986-11-29,1987-03-31,1988-09-06,1988-09-06,https://patents.google.com/patent/US4768826A/en
US4901209A,Illuminated bicycle frame ,Nitz James C,James C. Nitz,1988-08-05,1988-08-05,1990-02-13,1990-02-13,https://patents.google.com/patent/US4901209A/en
US5215322A,Dual and single seat composite bicycle frames and fabrication methods therefore ,Enders Mark L,Mark L. Enders,1991-12-10,1991-12-10,1993-06-01,1993-06-01,https://patents.google.com/patent/US5215322A/en
US7559877B2,Interactive exercise device and system ,"Walkstyles, Inc.","Susan B. Parks, Dennis Parks, Richard Sagey, Chuck Kalina",2005-03-24,2005-03-24,2009-07-14,2009-07-14,https://patents.google.com/patent/US7559877B2/en
US6558288B2,Internal transmission device with automatic shift mechanism for a bicycle ,"Shimano, Inc.",Hiroyuki Okochi,2001-05-18,2001-05-18,2003-05-06,2003-05-06,https://patents.google.com/patent/US6558288B2/en
US20030064863A1,Adjustable magnetic resistance device for exercise bike ,Tsung-Yu Chen,Tsung-Yu Chen,2001-10-02,2001-10-02,2003-04-03,,https://patents.google.com/patent/US20030064863A1/en
US4605240A,Electronically controlled bicycle transmission ,"Telewe', Inc.","William E. Clem, William C. Trethewey",1983-08-18,1983-08-18,1986-08-12,1986-08-12,https://patents.google.com/patent/US4605240A/en
US5040709A,Water bottle and cage for a bicycle ,Neugent John J,John J. Neugent,1990-03-05,1990-03-05,1991-08-20,1991-08-20,https://patents.google.com/patent/US5040709A/en
US4936570A,Box beam bicycle type frame ,Schwinn Bicycle Company,"Eugene J. Szymski, Rene Mraz",1983-11-09,1985-12-30,1990-06-26,1990-06-26,https://patents.google.com/patent/US4936570A/en
US7650817B2,Bicycle crank assembly ,Shimano Inc.,"Shingo Shiraishi, Masahiro Yamanaka, Takuji Tatsumi",2005-09-08,2006-06-27,2010-01-26,2010-01-26,https://patents.google.com/patent/US7650817B2/en
US5624519A,Method making a composite bicycle frame using composite lugs ,"Trek Bicycle, Corp.","Ronald H. Nelson, Dimitrije Milovich, Weston M. Wilcox, Robert F. Read",1992-05-29,1994-02-07,1997-04-29,1997-04-29,https://patents.google.com/patent/US5624519A/en
EP1241087A1,Bicycle suspension ,Shimano Inc.,Hiroyuki Miyoshi,2001-03-13,2001-03-13,2002-09-18,,https://patents.google.com/patent/EP1241087A1/en
US5826899A,High performance suspension bicycle frameset ,Klein Bicycle Corporation,"Gary D. Klein, Darrell W. Voss",1996-07-03,1996-07-03,1998-10-27,1998-10-27,https://patents.google.com/patent/US5826899A/en
US5441291A,Bicycle front fork suspension ,"Girvin, Inc.","Robert H. Girvin, III",1993-09-20,1993-09-20,1995-08-15,1995-08-15,https://patents.google.com/patent/US5441291A/en
US20070014120A1,Bicycle light assembly with auxiliary output connector ,Shimano Inc.,Satoshi Kitamura,2005-07-12,2006-06-05,2007-01-18,,https://patents.google.com/patent/US20070014120A1/en
US6119551A,Bicycle pedal and bicycle cleat ,Shimano Inc.,Yutaka Ueda,1998-11-05,1998-11-05,2000-09-19,2000-09-19,https://patents.google.com/patent/US6119551A/en
DE202004007825U1,"Luggage carrier secured above rear wheel of bicycle, comprises holder, front and rear fastener devices and quick dismantling mechanism for securing coupling part to holder ","Sunnywheel Industrial Co., Ltd., Hsiushui Hsiang",,2004-05-14,2004-05-14,2004-08-12,2004-08-12,https://patents.google.com/patent/DE202004007825U1/en
US20090324327A1,Vertically adjustable bicycle assembly ,"Specialized Bicycle Components, Inc.","Michael McAndrews, Ron Powers",2008-06-30,2009-05-08,2009-12-31,,https://patents.google.com/patent/US20090324327A1/en
US5481934A,Bicycle speed change operation assembly ,Mory Suntour Inc.,Koichi Tagawa,1992-12-28,1993-12-27,1996-01-09,1996-01-09,https://patents.google.com/patent/US5481934A/en
US6347682B1,Electric drive unit for a bicycle ,Johannes Buchner,Johannes Buchner,1999-06-24,2000-06-23,2002-02-19,2002-02-19,https://patents.google.com/patent/US6347682B1/en
US6193309B1,Bicycle seat ,"Steven M. Gootter, Thomas D. Williams","Steven M. Gootter, Thomas D. Williams",1999-03-12,1999-03-12,2001-02-27,2001-02-27,https://patents.google.com/patent/US6193309B1/en
US4487424A,Bicycle sprocket shield ,Ellis William L,William L. Ellis,1983-01-21,1983-01-21,1984-12-11,1984-12-11,https://patents.google.com/patent/US4487424A/en
US4842148A,Quick release bicycle rack ,Bowman Tracy L,Tracy L. Bowman,1988-02-23,1988-02-23,1989-06-27,1989-06-27,https://patents.google.com/patent/US4842148A/en
US7503573B2,Skateboard carrier for bicycle ,"Finlaw Joseph P, Finlaw Thomas M","Joseph P. Finlaw, Thomas M. Finlaw",2006-03-03,2006-03-03,2009-03-17,2009-03-17,https://patents.google.com/patent/US7503573B2/en
US5046723A,Box beam bicycle type frame ,Schwinn Bicycle Company,"Eugene J. Szymski, Rene Mraz",1990-03-08,1990-03-08,1991-09-10,1991-09-10,https://patents.google.com/patent/US5046723A/en
US6622329B2,3-piece bicycle tool assembly ,Bicycle Tools Incorporated,"Pierre Ostor, John Krawczyk",2001-09-27,2001-09-27,2003-09-23,2003-09-23,https://patents.google.com/patent/US6622329B2/en
US6014914A,Bicycle pedal ,Shimano Inc.,Yutaka Ueda,1998-11-05,1998-11-05,2000-01-18,2000-01-18,https://patents.google.com/patent/US6014914A/en
US4666174A,Wide powerful range bicycle ,Boris Efros,Boris Efros,1986-01-06,1986-01-06,1987-05-19,1987-05-19,https://patents.google.com/patent/US4666174A/en
US4051703A,Bicycle lock ,Plaiss Charles E,Charles E. Plaiss,1976-10-21,1976-10-21,1977-10-04,1977-10-04,https://patents.google.com/patent/US4051703A/en
US5629668A,Data display unit for a bicycle ,"Trek Bicycle, Corp.",Robert M. Downs,1994-08-10,1994-08-10,1997-05-13,1997-05-13,https://patents.google.com/patent/US5629668A/en
EP0542077A1,Bicycle speed change assembly ,"Mory Suntour Inc., Bridgestone Cycle Co., Ltd.",Yasunori c/o Maeda Industries Ltd. Ishibashi,1991-11-11,1992-11-02,1993-05-19,,https://patents.google.com/patent/EP0542077A1/en
US20070107322A1,Bilevel bicycle storage system ,Ernst Blume,Ernst Blume,1998-02-27,2006-12-27,2007-05-17,,https://patents.google.com/patent/US20070107322A1/en
US5031455A,Bicycle power meter ,Cline David J,David J. Cline,1989-09-05,1989-09-05,1991-07-16,1991-07-16,https://patents.google.com/patent/US5031455A/en
JP2005078223A,"Bicycle rental system, bicycle rental method, and rental terminal ","Nec Corp, 日本電気株式会社","Takahiro Yazaki, 孝弘 矢崎",2003-08-28,2003-08-28,2005-03-24,,https://patents.google.com/patent/JP2005078223A/en
US4380093A,Bicycle handlebar grip ,Morgan Clyde R,Clyde R. Morgan,1980-11-28,1980-11-28,1983-04-19,1983-04-19,https://patents.google.com/patent/US4380093A/en
US20060207375A1,Bicycle shifter ,Sram Corporation,"Brian Jordan, Christopher Shipman, Kevin Wesling",2005-03-03,2005-03-03,2006-09-21,,https://patents.google.com/patent/US20060207375A1/en
US6057657A,Magnetically operated bicycle antitheft device ,"Shimano, Inc.",Satoshi Kitamura,1998-07-02,1999-06-01,2000-05-02,2000-05-02,https://patents.google.com/patent/US6057657A/en
US7854180B2,Bicycle control device ,Shimano Inc.,Toshio Tetsuka,2007-07-30,2008-02-14,2010-12-21,2010-12-21,https://patents.google.com/patent/US7854180B2/en
US4127166A,Non-pneumatic bicycle tire ,Wyman Ransome J,Ransome J. Wyman,1976-12-27,1976-12-27,1978-11-28,1978-11-28,https://patents.google.com/patent/US4127166A/en
US8121785B2,Bicycle computer having position-determining functionality ,Garmin Switzerland Gmbh,"Sarah L. Swisher, John H. Lovitt, Claudette D. Stevenson, David J. Downey",2007-08-28,2007-12-27,2012-02-21,2012-02-21,https://patents.google.com/patent/US8121785B2/en
US4391353A,Hand operated hydraulic bicycle brake ,Mathauser William R,William R. Mathauser,1981-01-23,1981-01-23,1983-07-05,1983-07-05,https://patents.google.com/patent/US4391353A/en
US6015159A,Method and apparatus for shifting a bicycle transmission ,"Shimano, Inc.",Nobuyuki Matsuo,1996-09-20,1997-09-11,2000-01-18,2000-01-18,https://patents.google.com/patent/US6015159A/en
US5341971A,Composite bicycle rack ,"Bell Sports, Inc.","Dixon Newbold, Ian Gilley",1991-06-11,1993-07-20,1994-08-30,1994-08-30,https://patents.google.com/patent/US5341971A/en
US5418696A,Bicycle mounted turn-signal and horn ,"Izzo, Sr.; John J.","John J. Izzo, Sr.",1994-02-22,1994-02-22,1995-05-23,1995-05-23,https://patents.google.com/patent/US5418696A/en
EP1520773A1,Electrical component holder for bicycle ,Shimano Inc.,Koji Uno,2003-09-30,2004-09-22,2005-04-06,,https://patents.google.com/patent/EP1520773A1/en
US20130255336A1,Lock protection ,Societe De Velo En Libre-Service,"Pratik Desai, Michel Dallaire",2012-03-27,2012-03-27,2013-10-03,,https://patents.google.com/patent/US20130255336A1/en
US5553718A,Wall mount for automotive bicycle rack ,Robar; Peter E.,Peter E. Robar,1994-11-21,1994-11-21,1996-09-10,1996-09-10,https://patents.google.com/patent/US5553718A/en
US20060113151A1,Bike brake clamp ,Szu-Fang Tsai,Szu-Fang Tsai,2004-11-26,2004-11-26,2006-06-01,,https://patents.google.com/patent/US20060113151A1/en
US4736921A,Clamp for holding bicycle lock ,Kbl Corporation,"Michael S. Zane, Peter L. Zane",1985-05-24,1985-05-24,1988-04-12,1988-04-12,https://patents.google.com/patent/US4736921A/en
US3923221A,Bicycle carrier ,James E Ballinger,James E Ballinger,1973-06-22,1974-10-07,1975-12-02,1975-12-02,https://patents.google.com/patent/US3923221A/en
US20070210556A1,Folding bicycle ,David Tak-Wei Hon,"David Tak-Wei Hon, Kai Liu, Jin Feng Li",2006-03-08,2007-03-06,2007-09-13,,https://patents.google.com/patent/US20070210556A1/en
USRE29840E,Bicycle rack ,,Steven A. Wasserman,1972-11-10,1977-03-23,1978-11-21,1978-11-21,https://patents.google.com/patent/USRE29840E/en
WO2001015963A1,Bicycle with a rear wheel oscillating crank ,Karlheinz Nicolai,Karlheinz Nicolai,1999-09-01,2000-08-30,2001-03-08,,https://patents.google.com/patent/WO2001015963A1/en
DE4110780A1,"Multiple stacking system for bicycle storage - in secure, weatherproof bike store consisting of platforms rotating and moving vertically around central axis ",Thomas Gotto,Thomas Gotto,1991-03-28,1991-03-28,1992-10-01,,https://patents.google.com/patent/DE4110780A1/en
DE4101745A1,Suspension system for bicycle wheels - has rear stays with pivoted drop-outs ,Peter Mickenbecker,Peter Mickenbecker,1991-01-22,1991-01-22,1992-07-23,,https://patents.google.com/patent/DE4101745A1/en
US5121935A,Readily removable and collapsible bicycle fender ,"Mathieu Francis X, Boyce Francis X","Francis X. Mathieu, Francis X. Boyce",1991-01-18,1991-01-18,1992-06-16,1992-06-16,https://patents.google.com/patent/US5121935A/en
US3814462A,Anti-theft bicycle frame ,J Kelly,J Kelly,1973-03-16,1973-03-16,1974-06-04,1974-06-04,https://patents.google.com/patent/US3814462A/en
DE4209007A1,Wall holder for bicycle - involves basket with two pivotable guide arms and engaging over segment of front wheel of vehicle ,Gerhard Arnold,Gerhard Arnold,1992-02-21,1992-03-20,1993-08-26,,https://patents.google.com/patent/DE4209007A1/en
DE10158382A1,"Anti-lock brake system, preferably for bicycle, has compact hydraulically closed unit with valves, low pressure hydraulic liquid tank that does not have to be opened for assembly or repair ",Peter Hattwig,Peter Hattwig,2001-11-28,2001-11-28,2003-06-12,,https://patents.google.com/patent/DE10158382A1/en
US5364271A,Bicycle and motorcycle riding simulation system ,Atari Games Corporation,"Jack Aknin, Wade Winblad, Dennis Harper",1991-03-14,1992-10-02,1994-11-15,1994-11-15,https://patents.google.com/patent/US5364271A/en
US5092504A,Bicycle rack for pick-up truck ,"Graber Products, Inc.","Kenneth J. Hannes, Mark A. Cowles",1990-12-28,1990-12-28,1992-03-03,1992-03-03,https://patents.google.com/patent/US5092504A/en
US5641108A,Bicycle and ski carrier for attachment to an automobile receiver hitch ,Ewer; Darin,Darin Ewer,1995-09-21,1995-09-21,1997-06-24,1997-06-24,https://patents.google.com/patent/US5641108A/en
US6402256B1,Bicycle rim and wheel having such a rim ,Mavic S.A.,Jean-Pierre Mercat,1999-09-17,2000-09-05,2002-06-11,2002-06-11,https://patents.google.com/patent/US6402256B1/en
US5961424A,Free wheel clutch mechanism for bicycle drive train ,Schwinn Cycling & Fitness Inc.,"Patrick Warner, Michael H. Harding, Mu-Chuan Wu",1997-02-18,1997-08-28,1999-10-05,1999-10-05,https://patents.google.com/patent/US5961424A/en
US7702500B2,Method and apparatus for determining the meaning of natural language ,Blaedow Karen R,Karen R. Blaedow,2004-11-24,2004-11-24,2010-04-20,2010-04-20,https://patents.google.com/patent/US7702500B2/en
US6350112B1,Dual-direction pump for a bike ,"Ying-Che Huang, Chun-Ming Huang","Ying-Che Huang, Chun-Ming Huang",2000-11-24,2000-11-24,2002-02-26,2002-02-26,https://patents.google.com/patent/US6350112B1/en
US5121652A,Adjustable handlebar for bicycle ,Morrone James V,James V. Morrone,1986-11-20,1989-09-08,1992-06-16,1992-06-16,https://patents.google.com/patent/US5121652A/en
US6425509B1,Bicycle carrier ,"Yakima Products, Inc.","Gregory A. Dean, Scott R. Allen",1999-11-23,2000-02-16,2002-07-30,2002-07-30,https://patents.google.com/patent/US6425509B1/en
US7699391B2,Bicycle saddle ,Francesco Riondato,Francesco Riondato,2004-08-11,2005-07-28,2010-04-20,2010-04-20,https://patents.google.com/patent/US7699391B2/en
US6019423A,Anatomically correct bicycle seat ,"Dodge; John R., Dodge; John P.","John R. Dodge, John P. Dodge",1997-12-18,1998-10-13,2000-02-01,2000-02-01,https://patents.google.com/patent/US6019423A/en
US4674742A,Wind load simulator for bicycle ,"Racer-Mate, Inc.",Wilfried Baatz,1985-07-29,1985-07-29,1987-06-23,1987-06-23,https://patents.google.com/patent/US4674742A/en
US6050583A,Electronically controlled bicycle suspension apparatus ,Bohn; David D.,David D. Bohn,1997-01-13,1997-12-15,2000-04-18,2000-04-18,https://patents.google.com/patent/US6050583A/en
US5584213A,Rotatable grip for derailleur type bicycle gear shifting system ,Sram Corporation,"Michael W. Larson, Andrew J. Caron, John D. Cheever, Tymme A. Laun",1994-03-07,1994-08-09,1996-12-17,1996-12-17,https://patents.google.com/patent/US5584213A/en
US5842445A,Apparatus for attaching a pet leash to a bicycle ,Barbour; Gregory C.,Gregory C. Barbour,1997-03-10,1997-03-10,1998-12-01,1998-12-01,https://patents.google.com/patent/US5842445A/en
US3934770A,Collapsible bicycle article carrier ,Elizabeth Larsen,Elizabeth Larsen,1974-08-30,1974-08-30,1976-01-27,1976-01-27,https://patents.google.com/patent/US3934770A/en
US20060071442A1,Rear suspension system for a bicycle ,"Yeti Cycling, Llc",Steven Hoogendoorn,2004-09-15,2005-09-15,2006-04-06,,https://patents.google.com/patent/US20060071442A1/en
DE102005001209A1,"Stolen bicycle positioning, detecting and locking device, has global positioning system/Galileo receiver chip which includes antenna and power supply, where chip is built within inaccessible place in hollow frame of bicycle ",Hans-Peter Leicht,Hans-Peter Leicht,2005-01-11,2005-01-11,2006-07-20,,https://patents.google.com/patent/DE102005001209A1/en
